ID	ID_Consutoriamigo	APERTURA_DT	EDAD	GENERO	ESTRATO	ACTIVIDAD_ECONOMICA	ESTADO_CIVIL	RANGO EDAD	BASE	FECHA_ENCUESTA	Probabilidad_Recomendacion	Productos_Tibamoa	Frecuencia_uso_CA	Uso_ppal_CA	Principal_uso_Cred Consum	Principal_uso_TC_Tibapuntos	Identificacion_afirm_comunicacion	Identificacion_afirm_conocimiento	Identificacion_afirm_disp_compra	2_aspectos_mas_importantes_escoger_ entidad_financiera	Que_impotante_Satisfaccion_EF	Busqueda_info_producto	Solicitud_productos	Consulta_info_y_caracteristicas_prod	Transacciones (compras, pagos, abonos, etc.)	modo_Realizar_consulta_o_requerimiento	Radicar_queja_reclamo	Primer_canal_alternativo	Web B Tibamoa	App B Tibamoa	Banca en linea B Tibamoa	Chat WhatsApp B Tibamoa	Telefono B Tibamoa	Cajeros electronicos	Oficinas B Tibamoa	Correo electronico B Tibamoa	Disposicion_recibir_comunic_Tibamoa	Informacion de beneficios	Informacion de ofertas comerciales	Notificaciones de estados de tramites	Si Tibamoa excelente, estaria dispuesto a:	Si igual tiempo seguiria cliente	Otras entidades que lo atienden	Banco Principal	Billetera digital preferida	Que_valora de bco ppal	dummie prod Cuenta de Ahorros/MCAmiga 	dummie prd Credito de consumo 	dummie prod Tarjeta de credito Tibapuntos 	dummie prod CDT	dummie prod Otro	dummie 2 asp Que sea rapida en la atencion y en los tramites	dummie 2 asp Que tenga una amplia red de agencias, agentes y cajeros.	dummie 2 Otro	dummie 2 asp Que ofrezca productos adaptados a sus necesidades	dummie 2 asp Que ofrezca tasas y comisiones competitivas.	dummie 2 asp Que tenga buena reputacion en el mercado.	dummie 2 asp Que cuente con programas de puntos y beneficios.	dummie 2 asp Que brinde informacion amigable.	dummie_otras_entidades_atienden_Bancolombia	dummie_otras_entidades_atienden_Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)	dummie_otras_entidades_atienden_Otro	dummie_otras_entidades_atienden_Davivienda	dummie_otras_entidades_atienden_Banco Caja Social	dummie_otras_entidades_atienden_Banco Popular	dummie_otras_entidades_atienden_Banco de Bogota	dummie_otras_entidades_atienden_Banco de Occidente	dummie_otras_entidades_atienden_Scotiabank Colpatria	dummie_otras_entidades_atienden_Banco Agrario de Colombia
18021	base_Tibamoa_42482022081213_22_41_4445	43155	35	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	31 - 40	Arquetipos	44785,79068	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |	1 vez al mes	Aprovechar promociones y descuentos	Proyecto inmobiliario	No tengo tarjeta de credito Tibapuntos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca productos adaptados a sus necesidades|	Ofrecimiento personalizado de productos (Personalizacion)	App	App	App	App	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	10	10	10	10	10	10	9	No uso este canal	Mas de 4 comunicados al mes	Telefono	Chat Whatsapp	Telefono	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Davivienda|Banco Caja Social|	Banco Caja Social		Las tasas y comisiones de los productos	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0
18145	base_Tibamoa_42482022081213_22_41_4569	43675	35	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	31 - 40	Arquetipos	44786,04554	0	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Realizar pagos y transacciones	No tengo creditos de consumo	Realizar pagos o compras inesperadas	Prefiero ser yo quien busque la informacion en el momento que la necesito	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que sea rapida en la atencion y en los tramites|Que brinde informacion amigable.|	La agilidad en tramites y atencion (Agilidad)	App	App	App	App	App	Telefono	Telefono (Call Center)	1	1	1	1	1	10	5	3	1 comunicado al mes	Chat Whatsapp	No estoy interesado	Telefono	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|Davivienda|Otro	Davivienda		Respuesta oportuna ante requerimientos	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
18156	base_Tibamoa_42482022081213_22_41_4580	43922	32	FEMENINO	3	EMPLEADO_PRIVADO	SOLTERO/A	31 - 40	Arquetipos	44785,69757	10	Credito de consumo |Tarjeta de credito Tibapuntos |	Dos veces por semana	Realizar pagos y transacciones	Realizar una compra puntual	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que cuente con programas de puntos y beneficios.|	La agilidad en tramites y atencion (Agilidad)	App	App	App	App	App	Chat Whatsapp	Chat Whatsapp	10	10	7	9	No uso este canal	10	8	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Bancolombia|	Bancolombia		Los canales digitales	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
18220	base_Tibamoa_42482022081213_22_41_4644	42539	32	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	31 - 40	Arquetipos	44785,69433	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Dos veces por semana	Aprovechar promociones y descuentos	Realizar un emprendimiento	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que sea rapida en la atencion y en los tramites|	Variedad de productos financieros (Portafolio)	Chat Whatsapp	App	App	Banca en linea	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	10	10	10	10	No uso este canal	10	7	No uso este canal	Mas de 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|	Banco Tibamoa		Variedad de productos financieros	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
18578	base_Tibamoa_42482022081213_22_41_5002	43781	32	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	31 - 40	Arquetipos	44785,69638	10	Cuenta de Ahorros/MCAmiga |	1 vez al mes	Aprovechar promociones y descuentos	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que ofrezca tasas y comisiones competitivas.|Que cuente con programas de puntos y beneficios.|	Estabilidad en las plataformas digitales (Estabilidad)	App	App	App	App	App	App	Chat Whatsapp	No uso este canal	10	No uso este canal	10	No uso este canal	No uso este canal	10	No uso este canal	No deseo recibir ningun tipo de comunicacion				No hacer nada al respecto	Menos de 1 anno	Banco de Bogota|Bancolombia|	Banco de Bogota		Los canales digitales	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0
18668	base_Tibamoa_42482022081213_22_41_5092	43886	33	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	31 - 40	Arquetipos	44785,74837	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |CDT|Tarjeta de credito Tibapuntos |	Dos veces por semana	Recibir la nomina	Realizar una compra puntual	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga buena reputacion en el mercado.|Que cuente con programas de puntos y beneficios.|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Chat Whatsapp	Oficinas	App	App	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	10	10	10	4	7	10	10	10	Entre 2 y 4 comunicados al mes	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|Scotiabank Colpatria|	Banco Tibamoa		Programa de puntos y alianzas	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0
18756	base_Tibamoa_42482022081213_22_41_5180	44001	31	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	31 - 40	Arquetipos	44785,6994	9	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Recibir la nomina	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca tasas y comisiones competitivas.|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	App	Oficinas	Web	App	App	Banca en linea	Telefono (Call Center)	10	10	2	2	2	10	2	No uso este canal	Mas de 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|Otro	Banco Tibamoa		Las tasas y comisiones de los productos	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
19871	base_Tibamoa_42482022081213_22_41_6295	42879	49	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	41 - 50	Arquetipos	44785,69271	7	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	1 vez al mes	Realizar pagos y transacciones	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que sea rapida en la atencion y en los tramites|	Que le brinden orientacion y asesoramiento (Acompannamiento)	No he vivido este momento	Chat Whatsapp	Oficinas	Oficinas	Oficinas	Oficinas	Otro	7	8	1	1	No uso este canal	No uso este canal	3	No uso este canal	1 comunicado al mes	Chat Whatsapp	App	App	No hacer nada al respecto	Mas de 7 annos	Banco de Bogota|Bancolombia|Banco Agrario de Colombia|Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Bancolombia		Facilidad para interactuar con los canales de atencion	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
20109	base_Tibamoa_42482022081213_22_41_6533	43447	50	FEMENINO	3	INDEPENDIENTE	SOLTERO/A	41 - 50	Arquetipos	44785,70481	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |	1 vez al mes	Ahorrar con una meta especifica	Fortalecer mi negocio	No tengo tarjeta de credito Tibapuntos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca tasas y comisiones competitivas.|	Programas de puntos y beneficios. (Programas de fidelizacion)	Banca en linea	Banca en linea	Corresponsales bancarios	App	Corresponsales bancarios	Corresponsales bancarios	Telefono (Call Center)	10	10	10	No uso este canal	No uso este canal	10	10	10	1 comunicado al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Bancolombia|Banco Popular|	Banco Tibamoa		Las tasas y comisiones de los productos	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
20192	base_Tibamoa_42482022081213_22_41_6616	43814	42	MASCULINO	3	POLICIA	SOLTERO/A	41 - 50	Arquetipos	44785,71172	8	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Diario	Recibir la nomina	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca tasas y comisiones competitivas.|Que cuente con programas de puntos y beneficios.|	Estabilidad en las plataformas digitales (Estabilidad)	App	Chat Whatsapp	Web	Banca en linea	Chat Whatsapp	Chat Whatsapp	Telefono (Call Center)	8	9	8	6	6	10	8	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Chat Whatsapp	Chat Whatsapp	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|	Banco Tibamoa		Variedad de productos financieros	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
20209	base_Tibamoa_42482022081213_22_41_6633	43403	43	FEMENINO	3	PRESTADOR_DE_SERVICIOS	SOLTERO/A	41 - 50	Arquetipos	44785,73326	7	Cuenta de Ahorros/MCAmiga |	Dos veces por semana	Realizar pagos y transacciones	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que ofrezca productos adaptados a sus necesidades|Que ofrezca tasas y comisiones competitivas.|	Resolucion adecuada en los canales de atencion (Resolutividad)	Web	Telefono	Telefono	Banca en linea	Telefono	No he vivido este momento	Telefono (Call Center)	4	4	4	No uso este canal	1	6	8	No conozco este canal	No deseo recibir ningun tipo de comunicacion				Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Menos de 1 anno	Otro	Banco Tibamoa		Otro	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
20320	base_Tibamoa_42482022081213_22_41_6744	43272	50	FEMENINO	2	EMPLEADO_PRIVADO	SOLTERO/A	41 - 50	Arquetipos	44786,23009	10	Cuenta de Ahorros/MCAmiga |	1 vez al mes	Realizar pagos y transacciones	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que cuente con programas de puntos y beneficios.|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	App	Oficinas	App	App	App	Chat Whatsapp	Chat Whatsapp	No uso este canal	10	No uso este canal	8	5	10	8	No uso este canal	No deseo recibir ningun tipo de comunicacion				Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|Otro	Banco Tibamoa		Programa de puntos y alianzas	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0
20760	base_Tibamoa_42482022081213_22_41_7184	42722	50	MASCULINO	3	PRESTADOR_DE_SERVICIOS	SOLTERO/A	41 - 50	Arquetipos	44785,84705	4	Cuenta de Ahorros/MCAmiga |	1 vez al mes	Ahorrar con una meta especifica	Realizar una compra puntual	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|	Variedad de productos financieros (Portafolio)	App	App	App	Oficinas	No he vivido este momento	Correo electronico	Chat Whatsapp	5	4	7	2	No uso este canal	8	4	No uso este canal	Mas de 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	No hacer nada al respecto	De 1 a 2 annos	Banco de Bogota|Davivienda|Banco Caja Social|Scotiabank Colpatria|	Banco Tibamoa		Otro	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0
21260	base_Tibamoa_42482022081213_22_41_7684	42634	49	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	41 - 50	Arquetipos	44785,73671	6	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Aprovechar promociones y descuentos	No tengo creditos de consumo	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que sea rapida en la atencion y en los tramites|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	App	Banca en linea	Web	App	Chat Whatsapp	No he vivido este momento	Chat Whatsapp	3	8	7	4	1	5	1	1	Entre 2 y 4 comunicados al mes	App	App	Banca en linea	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	De 1 a 2 annos	Bancolombia|Scotiabank Colpatria|	Bancolombia		Otro	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
21297	base_Tibamoa_42482022081213_22_41_7721	42402	45	FEMENINO	3	EMPLEADO_PRIVADO	SOLTERO/A	41 - 50	Arquetipos	44785,70012	10	Cuenta de Ahorros/MCAmiga |	1 vez al mes	Recibir la nomina	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca productos adaptados a sus necesidades|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Web	Web	Web	Banca en linea	Banca en linea	Banca en linea	Chat Whatsapp	10	10	10	No uso este canal	No uso este canal	10	8	9	1 comunicado al mes	Correo electronico	Correo electronico	Correo electronico	Estar dispuesto a pagar mas por un servicio preferencial	Mas de 7 annos	Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Tibamoa		Programa de puntos y alianzas	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21309	base_Tibamoa_42482022081213_22_41_7733	41925	44	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	41 - 50	Arquetipos	44785,82568	8	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	1 vez al mes	Realizar pagos y transacciones	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga buena reputacion en el mercado.|	Variedad de productos financieros (Portafolio)	App	App	App	Banca en linea	Telefono	Telefono	Telefono (Call Center)	No uso este canal	9	8	1	7	6	3	2	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Menos de 1 anno	Banco de Bogota|Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco de Bogota		Otro	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0
21480	base_Tibamoa_42482022081213_22_41_7904	43851	48	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	41 - 50	Arquetipos	44785,78475	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Dos veces por semana	Ahorrar con una meta especifica	Fortalecer mi negocio	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que sea rapida en la atencion y en los tramites|	La informacion oportuna sobre productos y beneficios (Informacion clara)	App	Banca en linea	App	App	App	Oficinas	Oficinas	10	10	8	10	7	10	10	10	Mas de 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|Bancolombia|Davivienda|Otro	Banco Tibamoa		Variedad de productos financieros	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0
21488	base_Tibamoa_42482022081213_22_41_7912	44268	45	FEMENINO	3	COMERCIANTE	SOLTERO/A	41 - 50	Arquetipos	44785,74162	10	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Nunca	Otro	No tengo creditos de consumo	Realizar pagos o compras inesperadas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca productos adaptados a sus necesidades|	Que le brinden orientacion y asesoramiento (Acompannamiento)	App	App	Chat Whatsapp	Banca en linea	Chat Whatsapp	Chat Whatsapp	Telefono (Call Center)	8	10	10	10	8	9	10	8	Entre 2 y 4 comunicados al mes	Chat Whatsapp	Web	Chat Whatsapp	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Banco Popular|Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Bancolombia		Facilidad para interactuar con los canales de atencion	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0
21984	base_Tibamoa_42482022081213_22_41_8408	43040	44	MASCULINO	3	INDEPENDIENTE	SOLTERO/A	41 - 50	Arquetipos	44785,69701	10	Cuenta de Ahorros/MCAmiga |	1 vez al mes	Ahorrar con una meta especifica	No tengo creditos de consumo	No tengo tarjeta de credito Tibapuntos	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Me encuentro satisfecho con los productos financieros que tengo actualmente y no tengo planeado obtener adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca productos adaptados a sus necesidades|	Buena cobertura de agencias, agentes y cajeros. (Cobertura)	Oficinas	Oficinas	Oficinas	Oficinas	Web	Oficinas	Telefono (Call Center)	10	9	No uso este canal	No uso este canal	No uso este canal	No uso este canal	9	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Recomendar a otras personas a adquirir la cuenta de ahorros del Banco Tibamoa.	Mas de 7 annos	Otro	Banco Tibamoa		Las tasas y comisiones de los productos	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
22062	base_Tibamoa_42482022081213_22_41_8486	43044	46	MASCULINO	3	PRESTADOR_DE_SERVICIOS	SOLTERO/A	41 - 50	Arquetipos	44785,75786	10	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Dos veces por semana	Realizar pagos y transacciones	Realizar una compra puntual	Otro	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que sea rapida en la atencion y en los tramites|Que ofrezca productos adaptados a sus necesidades|	La informacion oportuna sobre productos y beneficios (Informacion clara)	App	App	App	App	Chat Whatsapp	Chat Whatsapp	Chat Whatsapp	No uso este canal	10	No uso este canal	10	No uso este canal	8	10	No uso este canal	Entre 2 y 4 comunicados al mes	Chat Whatsapp	Web	Chat Whatsapp	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Banco de Bogota|Bancolombia|	Banco Tibamoa		Variedad de productos financieros	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
22110	base_Tibamoa_42482022081213_22_41_8534	43507	46	MASCULINO	3	EMPLEADO_PUBLICO	SOLTERO/A	41 - 50	Arquetipos	44785,97753	10	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Nunca	Ahorrar con una meta especifica	No tengo creditos de consumo	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca tasas y comisiones competitivas.|	Ofrecimiento personalizado de productos (Personalizacion)	Web	Web	Web	Banca en linea	Corresponsales bancarios	No he vivido este momento	Oficinas	10	10	10	10	No uso este canal	No uso este canal	10	No uso este canal	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Bancolombia|Davivienda|Banco Popular|Banco Caja Social|Scotiabank Colpatria|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Popular		Otro	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0
22217	base_Tibamoa_42482022081213_22_41_8641	43688	43	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	41 - 50	Arquetipos	44785,77525	9	Cuenta de Ahorros/MCAmiga |Tarjeta de credito Tibapuntos |	Dos veces por semana	Realizar pagos y transacciones	No tengo creditos de consumo	Realizar compras cotidianas	Prefiero que me envien informacion constante relacionado a mis productos financieros	Conozco al detalle del funcionamiento de los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que ofrezca productos adaptados a sus necesidades|	La informacion oportuna sobre productos y beneficios (Informacion clara)	Web	App	App	App	App	App	Chat Whatsapp	5	5	5	8	1	1	5	6	Entre 2 y 4 comunicados al mes	Correo electronico	Correo electronico	Correo electronico	Adquirir otros productos con el Banco Tibamoa.	Mas de 7 annos	Bancolombia|Banco de Occidente|	Bancolombia		Las tasas y comisiones de los productos	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
22584	base_Tibamoa_42482022081213_22_41_9008	41506	41	MASCULINO	3	EMPLEADO_PRIVADO	SOLTERO/A	41 - 50	Arquetipos	44785,72421	9	Cuenta de Ahorros/MCAmiga |Credito de consumo |Tarjeta de credito Tibapuntos |	Dos veces por semana	Ahorrar con una meta especifica	No tengo creditos de consumo	Aprovechar promociones y descuentos	Prefiero ser yo quien busque la informacion en el momento que la necesito	Me gustaria entender en mas detalle como funciona los productos financieros	Para desarrollar los proyectos que tengo planeados en los proximos dos annos, necesito adquirir productos financieros adicionales.	Que tenga una amplia red de agencias, agentes y cajeros.|Que ofrezca productos adaptados a sus necesidades|	La agilidad en tramites y atencion (Agilidad)	App	App	App	App	Chat Whatsapp	Chat Whatsapp	Telefono (Call Center)	6	8	8	5	5	No uso este canal	No uso este canal	No conozco este canal	1 comunicado al mes	App	App	App	Adquirir otros productos con el Banco Tibamoa.	De 3 a 4 annos	Davivienda|Banco Caja Social|Billeteras digitales (Nequi, Daviplata, Rappipay, etc.)|	Banco Tibamoa		Las tasas y comisiones de los productos	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0
